participantId,taskId,measure_type,metric,construct,A_value,B_value,improvement,improvement_direction
PK30UIESJ,2,behavioral,pageTransitionCount,,4,6,-2,A - B; positive values favor Variant B
PLEWQ562J,2,behavioral,pageTransitionCount,,3,3,0,A - B; positive values favor Variant B
PLZ9FQ9H6,2,behavioral,pageTransitionCount,,3,3,0,A - B; positive values favor Variant B
PMDGQF6V3,2,behavioral,pageTransitionCount,,4,6,-2,A - B; positive values favor Variant B
PMY9EY80T,2,behavioral,pageTransitionCount,,10,5,5,A - B; positive values favor Variant B
PO0YWX23G,2,behavioral,pageTransitionCount,,4,4,0,A - B; positive values favor Variant B
POMEU60X3,2,behavioral,pageTransitionCount,,11,4,7,A - B; positive values favor Variant B
PQ3KZGKWP,2,behavioral,pageTransitionCount,,4,4,0,A - B; positive values favor Variant B
PR8OY8GUT,2,behavioral,pageTransitionCount,,3,7,-4,A - B; positive values favor Variant B
PRL17E7I2,2,behavioral,pageTransitionCount,,3,10,-7,A - B; positive values favor Variant B
PS8SF0PF2,2,behavioral,pageTransitionCount,,8,5,3,A - B; positive values favor Variant B
PSWWIV0XB,2,behavioral,pageTransitionCount,,9,6,3,A - B; positive values favor Variant B
PTA7OSL0B,2,behavioral,pageTransitionCount,,3,3,0,A - B; positive values favor Variant B
PTJGE7EXG,2,behavioral,pageTransitionCount,,3,3,0,A - B; positive values favor Variant B
PVD54NPZC,2,behavioral,pageTransitionCount,,8,5,3,A - B; positive values favor Variant B
PWV2MFTIM,2,behavioral,pageTransitionCount,,8,3,5,A - B; positive values favor Variant B
PX47H0075,2,behavioral,pageTransitionCount,,8,5,3,A - B; positive values favor Variant B
PYLDRR3RU,2,behavioral,pageTransitionCount,,3,3,0,A - B; positive values favor Variant B
PYVFGA3G2,2,behavioral,pageTransitionCount,,3,5,-2,A - B; positive values favor Variant B
P028CWG0W,3,behavioral,completionTimeSec,,12.242,11.561,0.681,A - B; positive values favor Variant B
P02MVX12U,3,behavioral,completionTimeSec,,18.738,7.216,11.522,A - B; positive values favor Variant B
P1AJ983YU,3,behavioral,completionTimeSec,,11.483,4.36,7.123,A - B; positive values favor Variant B
P1FCXJG5G,3,behavioral,completionTimeSec,,10.039,4.173,5.866,A - B; positive values favor Variant B
P30GF9DCE,3,behavioral,completionTimeSec,,4.956,11.3,-6.344,A - B; positive values favor Variant B
P3GT3SJCJ,3,behavioral,completionTimeSec,,13.986,5.3,8.686,A - B; positive values favor Variant B
P6OM5XQ9D,3,behavioral,completionTimeSec,,27.779,10.527,17.252,A - B; positive values favor Variant B
P7SSRCDH3,3,behavioral,completionTimeSec,,24.562,15.676,8.886,A - B; positive values favor Variant B
P8J79DAMX,3,behavioral,completionTimeSec,,8.09,10.452,-2.362,A - B; positive values favor Variant B
P8P27NREY,3,behavioral,completionTimeSec,,11.113,9.521,1.592,A - B; positive values favor Variant B
P8R7D3U4Y,3,behavioral,completionTimeSec,,9.84,5.826,4.014,A - B; positive values favor Variant B
P99LEMZ3N,3,behavioral,completionTimeSec,,19.039,9.156,9.883,A - B; positive values favor Variant B
P9KSFLSKT,3,behavioral,completionTimeSec,,41.815,14.922,26.893,A - B; positive values favor Variant B
PBWP8UE0A,3,behavioral,completionTimeSec,,13.148,12.886,0.262,A - B; positive values favor Variant B
PCFQE8NID,3,behavioral,completionTimeSec,,10.144,8.367,1.777,A - B; positive values favor Variant B
PE7C6H021,3,behavioral,completionTimeSec,,12.218,11.394,0.824,A - B; positive values favor Variant B
PE9W58M1S,3,behavioral,completionTimeSec,,13.23,6.248,6.982,A - B; positive values favor Variant B
PFWMMXIWA,3,behavioral,completionTimeSec,,10.81,6.621,4.189,A - B; positive values favor Variant B
PGH86PBFM,3,behavioral,completionTimeSec,,18.461,4.822,13.639,A - B; positive values favor Variant B
PH81DPP1K,3,behavioral,completionTimeSec,,11.082,4.421,6.661,A - B; positive values favor Variant B
PK0Y2I1M9,3,behavioral,completionTimeSec,,18.131,6.361,11.77,A - B; positive values favor Variant B
PK30UIESJ,3,behavioral,completionTimeSec,,13.784,12.329,1.455,A - B; positive values favor Variant B
PLEWQ562J,3,behavioral,completionTimeSec,,4.763,5.608,-0.845,A - B; positive values favor Variant B
PLZ9FQ9H6,3,behavioral,completionTimeSec,,11.263,15.212,-3.949,A - B; positive values favor Variant B
PMDGQF6V3,3,behavioral,completionTimeSec,,12.048,8.857,3.191,A - B; positive values favor Variant B
PMY9EY80T,3,behavioral,completionTimeSec,,20.543,6.44,14.103,A - B; positive values favor Variant B
PO0YWX23G,3,behavioral,completionTimeSec,,11.055,5.849,5.206,A - B; positive values favor Variant B
POMEU60X3,3,behavioral,completionTimeSec,,10.095,6.652,3.443,A - B; positive values favor Variant B
PQ3KZGKWP,3,behavioral,completionTimeSec,,16.221,7,9.221,A - B; positive values favor Variant B
PR8OY8GUT,3,behavioral,completionTimeSec,,9.891,14.117,-4.226,A - B; positive values favor Variant B
PRL17E7I2,3,behavioral,completionTimeSec,,7.303,7.205,0.098,A - B; positive values favor Variant B
PS8SF0PF2,3,behavioral,completionTimeSec,,13.497,7.366,6.131,A - B; positive values favor Variant B
PSWWIV0XB,3,behavioral,completionTimeSec,,16.488,6.936,9.552,A - B; positive values favor Variant B
PTA7OSL0B,3,behavioral,completionTimeSec,,13.523,3.608,9.915,A - B; positive values favor Variant B
PTJGE7EXG,3,behavioral,completionTimeSec,,15.436,8.324,7.112,A - B; positive values favor Variant B
PVD54NPZC,3,behavioral,completionTimeSec,,28.104,11.961,16.143,A - B; positive values favor Variant B
PWV2MFTIM,3,behavioral,completionTimeSec,,12.051,6.305,5.746,A - B; positive values favor Variant B
PX47H0075,3,behavioral,completionTimeSec,,7.9,10.9,-3,A - B; positive values favor Variant B
PYLDRR3RU,3,behavioral,completionTimeSec,,16.508,14.442,2.066,A - B; positive values favor Variant B
PYVFGA3G2,3,behavioral,completionTimeSec,,21.481,25.182,-3.701,A - B; positive values favor Variant B
P028CWG0W,3,behavioral,clickCount,,9,7,2,A - B; positive values favor Variant B
P02MVX12U,3,behavioral,clickCount,,10,5,5,A - B; positive values favor Variant B
P1AJ983YU,3,behavioral,clickCount,,10,5,5,A - B; positive values favor Variant B
P1FCXJG5G,3,behavioral,clickCount,,9,5,4,A - B; positive values favor Variant B
P30GF9DCE,3,behavioral,clickCount,,3,7,-4,A - B; positive values favor Variant B
P3GT3SJCJ,3,behavioral,clickCount,,10,5,5,A - B; positive values favor Variant B
P6OM5XQ9D,3,behavioral,clickCount,,10,5,5,A - B; positive values favor Variant B
P7SSRCDH3,3,behavioral,clickCount,,8,5,3,A - B; positive values favor Variant B
P8J79DAMX,3,behavioral,clickCount,,9,9,0,A - B; positive values favor Variant B
P8P27NREY,3,behavioral,clickCount,,9,5,4,A - B; positive values favor Variant B
P8R7D3U4Y,3,behavioral,clickCount,,10,5,5,A - B; positive values favor Variant B
P99LEMZ3N,3,behavioral,clickCount,,14,5,9,A - B; positive values favor Variant B
P9KSFLSKT,3,behavioral,clickCount,,15,5,10,A - B; positive values favor Variant B
PBWP8UE0A,3,behavioral,clickCount,,11,6,5,A - B; positive values favor Variant B
PCFQE8NID,3,behavioral,clickCount,,8,5,3,A - B; positive values favor Variant B
PE7C6H021,3,behavioral,clickCount,,8,5,3,A - B; positive values favor Variant B
PE9W58M1S,3,behavioral,clickCount,,10,5,5,A - B; positive values favor Variant B
PFWMMXIWA,3,behavioral,clickCount,,8,5,3,A - B; positive values favor Variant B
PGH86PBFM,3,behavioral,clickCount,,13,5,8,A - B; positive values favor Variant B
PH81DPP1K,3,behavioral,clickCount,,10,5,5,A - B; positive values favor Variant B
PK0Y2I1M9,3,behavioral,clickCount,,11,5,6,A - B; positive values favor Variant B
PK30UIESJ,3,behavioral,clickCount,,11,9,2,A - B; positive values favor Variant B
PLEWQ562J,3,behavioral,clickCount,,5,5,0,A - B; positive values favor Variant B
PLZ9FQ9H6,3,behavioral,clickCount,,9,8,1,A - B; positive values favor Variant B
PMDGQF6V3,3,behavioral,clickCount,,12,5,7,A - B; positive values favor Variant B
PMY9EY80T,3,behavioral,clickCount,,19,5,14,A - B; positive values favor Variant B
PO0YWX23G,3,behavioral,clickCount,,12,5,7,A - B; positive values favor Variant B
POMEU60X3,3,behavioral,clickCount,,10,5,5,A - B; positive values favor Variant B
PQ3KZGKWP,3,behavioral,clickCount,,10,5,5,A - B; positive values favor Variant B
PR8OY8GUT,3,behavioral,clickCount,,6,7,-1,A - B; positive values favor Variant B
PRL17E7I2,3,behavioral,clickCount,,8,5,3,A - B; positive values favor Variant B
PS8SF0PF2,3,behavioral,clickCount,,10,5,5,A - B; positive values favor Variant B
PSWWIV0XB,3,behavioral,clickCount,,11,5,6,A - B; positive values favor Variant B
PTA7OSL0B,3,behavioral,clickCount,,11,5,6,A - B; positive values favor Variant B
PTJGE7EXG,3,behavioral,clickCount,,11,6,5,A - B; positive values favor Variant B
PVD54NPZC,3,behavioral,clickCount,,17,5,12,A - B; positive values favor Variant B
PWV2MFTIM,3,behavioral,clickCount,,10,5,5,A - B; positive values favor Variant B
PX47H0075,3,behavioral,clickCount,,8,7,1,A - B; positive values favor Variant B
PYLDRR3RU,3,behavioral,clickCount,,8,6,2,A - B; positive values favor Variant B
PYVFGA3G2,3,behavioral,clickCount,,17,14,3,A - B; positive values favor Variant B
P028CWG0W,3,behavioral,misclickCount,,1,0,1,A - B; positive values favor Variant B
P02MVX12U,3,behavioral,misclickCount,,0,0,0,A - B; positive values favor Variant B
P1AJ983YU,3,behavioral,misclickCount,,0,0,0,A - B; positive values favor Variant B
P1FCXJG5G,3,behavioral,misclickCount,,1,0,1,A - B; positive values favor Variant B
P30GF9DCE,3,behavioral,misclickCount,,0,0,0,A - B; positive values favor Variant B
P3GT3SJCJ,3,behavioral,misclickCount,,0,0,0,A - B; positive values favor Variant B
P6OM5XQ9D,3,behavioral,misclickCount,,0,0,0,A - B; positive values favor Variant B
P7SSRCDH3,3,behavioral,misclickCount,,0,0,0,A - B; positive values favor Variant B
P8J79DAMX,3,behavioral,misclickCount,,1,3,-2,A - B; positive values favor Variant B
P8P27NREY,3,behavioral,misclickCount,,0,0,0,A - B; positive values favor Variant B
P8R7D3U4Y,3,behavioral,misclickCount,,0,0,0,A - B; positive values favor Variant B
P99LEMZ3N,3,behavioral,misclickCount,,1,0,1,A - B; positive values favor Variant B
P9KSFLSKT,3,behavioral,misclickCount,,4,0,4,A - B; positive values favor Variant B
PBWP8UE0A,3,behavioral,misclickCount,,0,0,0,A - B; positive values favor Variant B
PCFQE8NID,3,behavioral,misclickCount,,0,0,0,A - B; positive values favor Variant B
PE7C6H021,3,behavioral,misclickCount,,0,0,0,A - B; positive values favor Variant B
PE9W58M1S,3,behavioral,misclickCount,,0,0,0,A - B; positive values favor Variant B
PFWMMXIWA,3,behavioral,misclickCount,,0,0,0,A - B; positive values favor Variant B
PGH86PBFM,3,behavioral,misclickCount,,0,0,0,A - B; positive values favor Variant B
PH81DPP1K,3,behavioral,misclickCount,,0,0,0,A - B; positive values favor Variant B
PK0Y2I1M9,3,behavioral,misclickCount,,1,0,1,A - B; positive values favor Variant B
PK30UIESJ,3,behavioral,misclickCount,,0,1,-1,A - B; positive values favor Variant B
PLEWQ562J,3,behavioral,misclickCount,,0,0,0,A - B; positive values favor Variant B
PLZ9FQ9H6,3,behavioral,misclickCount,,0,1,-1,A - B; positive values favor Variant B
PMDGQF6V3,3,behavioral,misclickCount,,2,0,2,A - B; positive values favor Variant B
PMY9EY80T,3,behavioral,misclickCount,,3,0,3,A - B; positive values favor Variant B
PO0YWX23G,3,behavioral,misclickCount,,1,1,0,A - B; positive values favor Variant B
POMEU60X3,3,behavioral,misclickCount,,2,0,2,A - B; positive values favor Variant B
PQ3KZGKWP,3,behavioral,misclickCount,,0,0,0,A - B; positive values favor Variant B
PR8OY8GUT,3,behavioral,misclickCount,,1,0,1,A - B; positive values favor Variant B
PRL17E7I2,3,behavioral,misclickCount,,1,0,1,A - B; positive values favor Variant B
PS8SF0PF2,3,behavioral,misclickCount,,0,0,0,A - B; positive values favor Variant B
PSWWIV0XB,3,behavioral,misclickCount,,1,0,1,A - B; positive values favor Variant B
PTA7OSL0B,3,behavioral,misclickCount,,1,0,1,A - B; positive values favor Variant B
PTJGE7EXG,3,behavioral,misclickCount,,0,0,0,A - B; positive values favor Variant B
PVD54NPZC,3,behavioral,misclickCount,,1,0,1,A - B; positive values favor Variant B
PWV2MFTIM,3,behavioral,misclickCount,,0,0,0,A - B; positive values favor Variant B
PX47H0075,3,behavioral,misclickCount,,1,0,1,A - B; positive values favor Variant B
PYLDRR3RU,3,behavioral,misclickCount,,0,0,0,A - B; positive values favor Variant B
PYVFGA3G2,3,behavioral,misclickCount,,8,4,4,A - B; positive values favor Variant B
P028CWG0W,3,behavioral,pageTransitionCount,,8,7,1,A - B; positive values favor Variant B
P02MVX12U,3,behavioral,pageTransitionCount,,10,5,5,A - B; positive values favor Variant B
P1AJ983YU,3,behavioral,pageTransitionCount,,10,5,5,A - B; positive values favor Variant B
P1FCXJG5G,3,behavioral,pageTransitionCount,,9,6,3,A - B; positive values favor Variant B
P30GF9DCE,3,behavioral,pageTransitionCount,,3,7,-4,A - B; positive values favor Variant B
P3GT3SJCJ,3,behavioral,pageTransitionCount,,10,5,5,A - B; positive values favor Variant B
P6OM5XQ9D,3,behavioral,pageTransitionCount,,10,5,5,A - B; positive values favor Variant B
P7SSRCDH3,3,behavioral,pageTransitionCount,,8,5,3,A - B; positive values favor Variant B
P8J79DAMX,3,behavioral,pageTransitionCount,,7,5,2,A - B; positive values favor Variant B
P8P27NREY,3,behavioral,pageTransitionCount,,9,6,3,A - B; positive values favor Variant B
P8R7D3U4Y,3,behavioral,pageTransitionCount,,11,6,5,A - B; positive values favor Variant B
P99LEMZ3N,3,behavioral,pageTransitionCount,,12,5,7,A - B; positive values favor Variant B
P9KSFLSKT,3,behavioral,pageTransitionCount,,12,5,7,A - B; positive values favor Variant B
PBWP8UE0A,3,behavioral,pageTransitionCount,,11,6,5,A - B; positive values favor Variant B
PCFQE8NID,3,behavioral,pageTransitionCount,,8,5,3,A - B; positive values favor Variant B
PE7C6H021,3,behavioral,pageTransitionCount,,8,5,3,A - B; positive values favor Variant B
PE9W58M1S,3,behavioral,pageTransitionCount,,10,5,5,A - B; positive values favor Variant B
PFWMMXIWA,3,behavioral,pageTransitionCount,,9,6,3,A - B; positive values favor Variant B
PGH86PBFM,3,behavioral,pageTransitionCount,,14,6,8,A - B; positive values favor Variant B
PH81DPP1K,3,behavioral,pageTransitionCount,,10,5,5,A - B; positive values favor Variant B
PK0Y2I1M9,3,behavioral,pageTransitionCount,,10,5,5,A - B; positive values favor Variant B
PK30UIESJ,3,behavioral,pageTransitionCount,,12,8,4,A - B; positive values favor Variant B
PLEWQ562J,3,behavioral,pageTransitionCount,,3,5,-2,A - B; positive values favor Variant B
PLZ9FQ9H6,3,behavioral,pageTransitionCount,,8,7,1,A - B; positive values favor Variant B
PMDGQF6V3,3,behavioral,pageTransitionCount,,11,6,5,A - B; positive values favor Variant B
PMY9EY80T,3,behavioral,pageTransitionCount,,15,5,10,A - B; positive values favor Variant B
PO0YWX23G,3,behavioral,pageTransitionCount,,11,5,6,A - B; positive values favor Variant B
POMEU60X3,3,behavioral,pageTransitionCount,,9,6,3,A - B; positive values favor Variant B
PQ3KZGKWP,3,behavioral,pageTransitionCount,,11,6,5,A - B; positive values favor Variant B
PR8OY8GUT,3,behavioral,pageTransitionCount,,3,5,-2,A - B; positive values favor Variant B
PRL17E7I2,3,behavioral,pageTransitionCount,,8,5,3,A - B; positive values favor Variant B
PS8SF0PF2,3,behavioral,pageTransitionCount,,10,5,5,A - B; positive values favor Variant B
PSWWIV0XB,3,behavioral,pageTransitionCount,,12,6,6,A - B; positive values favor Variant B
PTA7OSL0B,3,behavioral,pageTransitionCount,,8,5,3,A - B; positive values favor Variant B
PTJGE7EXG,3,behavioral,pageTransitionCount,,10,5,5,A - B; positive values favor Variant B
PVD54NPZC,3,behavioral,pageTransitionCount,,16,5,11,A - B; positive values favor Variant B
PWV2MFTIM,3,behavioral,pageTransitionCount,,10,5,5,A - B; positive values favor Variant B
PX47H0075,3,behavioral,pageTransitionCount,,8,7,1,A - B; positive values favor Variant B
PYLDRR3RU,3,behavioral,pageTransitionCount,,6,5,1,A - B; positive values favor Variant B
PYVFGA3G2,3,behavioral,pageTransitionCount,,8,9,-1,A - B; positive values favor Variant B
P028CWG0W,1,survey,surveyScore,Error Prevention,5.5,5.75,0.25,B - A; positive values favor Variant B
P02MVX12U,1,survey,surveyScore,Error Prevention,3.5,5,1.5,B - A; positive values favor Variant B
P1AJ983YU,1,survey,surveyScore,Error Prevention,4,3.5,-0.5,B - A; positive values favor Variant B
P1FCXJG5G,1,survey,surveyScore,Error Prevention,2.5,5.25,2.75,B - A; positive values favor Variant B
P30GF9DCE,1,survey,surveyScore,Error Prevention,6,6,0,B - A; positive values favor Variant B
P3GT3SJCJ,1,survey,surveyScore,Error Prevention,2,5,3,B - A; positive values favor Variant B
P6OM5XQ9D,1,survey,surveyScore,Error Prevention,2.5,5.5,3,B - A; positive values favor Variant B
P7SSRCDH3,1,survey,surveyScore,Error Prevention,4,5.25,1.25,B - A; positive values favor Variant B
P8J79DAMX,1,survey,surveyScore,Error Prevention,3.75,6,2.25,B - A; positive values favor Variant B
P8P27NREY,1,survey,surveyScore,Error Prevention,2.25,3,0.75,B - A; positive values favor Variant B
P8R7D3U4Y,1,survey,surveyScore,Error Prevention,4.5,6,1.5,B - A; positive values favor Variant B
P99LEMZ3N,1,survey,surveyScore,Error Prevention,2,4.5,2.5,B - A; positive values favor Variant B
P9KSFLSKT,1,survey,surveyScore,Error Prevention,3.25,3.25,0,B - A; positive values favor Variant B
PBWP8UE0A,1,survey,surveyScore,Error Prevention,5.5,2.75,-2.75,B - A; positive values favor Variant B
PCFQE8NID,1,survey,surveyScore,Error Prevention,1,5,4,B - A; positive values favor Variant B
PE7C6H021,1,survey,surveyScore,Error Prevention,1.5,2.5,1,B - A; positive values favor Variant B
PE9W58M1S,1,survey,surveyScore,Error Prevention,3.5,4.75,1.25,B - A; positive values favor Variant B
PFWMMXIWA,1,survey,surveyScore,Error Prevention,3.75,4.75,1,B - A; positive values favor Variant B
PGH86PBFM,1,survey,surveyScore,Error Prevention,2.75,4.25,1.5,B - A; positive values favor Variant B
PH81DPP1K,1,survey,surveyScore,Error Prevention,4.75,5,0.25,B - A; positive values favor Variant B
PK0Y2I1M9,1,survey,surveyScore,Error Prevention,3.25,5.25,2,B - A; positive values favor Variant B
PK30UIESJ,1,survey,surveyScore,Error Prevention,5.25,2.25,-3,B - A; positive values favor Variant B
PLEWQ562J,1,survey,surveyScore,Error Prevention,3,5,2,B - A; positive values favor Variant B
PLZ9FQ9H6,1,survey,surveyScore,Error Prevention,4.25,4.75,0.5,B - A; positive values favor Variant B
PMDGQF6V3,1,survey,surveyScore,Error Prevention,4.25,5,0.75,B - A; positive values favor Variant B
PMY9EY80T,1,survey,surveyScore,Error Prevention,4.5,3.75,-0.75,B - A; positive values favor Variant B
PO0YWX23G,1,survey,surveyScore,Error Prevention,4.5,2.75,-1.75,B - A; positive values favor Variant B
POMEU60X3,1,survey,surveyScore,Error Prevention,4.25,5,0.75,B - A; positive values favor Variant B
PQ3KZGKWP,1,survey,surveyScore,Error Prevention,3,4.75,1.75,B - A; positive values favor Variant B
PR8OY8GUT,1,survey,surveyScore,Error Prevention,4.75,5.25,0.5,B - A; positive values favor Variant B
PRL17E7I2,1,survey,surveyScore,Error Prevention,6,6,0,B - A; positive values favor Variant B
PS8SF0PF2,1,survey,surveyScore,Error Prevention,2.25,4.25,2,B - A; positive values favor Variant B
PSWWIV0XB,1,survey,surveyScore,Error Prevention,3.5,5,1.5,B - A; positive values favor Variant B
PTA7OSL0B,1,survey,surveyScore,Error Prevention,3.5,4.75,1.25,B - A; positive values favor Variant B
PTJGE7EXG,1,survey,surveyScore,Error Prevention,5,6,1,B - A; positive values favor Variant B
PVD54NPZC,1,survey,surveyScore,Error Prevention,5.5,4.5,-1,B - A; positive values favor Variant B
PWV2MFTIM,1,survey,surveyScore,Error Prevention,3.75,2.25,-1.5,B - A; positive values favor Variant B
PX47H0075,1,survey,surveyScore,Error Prevention,3.25,5.25,2,B - A; positive values favor Variant B
PYLDRR3RU,1,survey,surveyScore,Error Prevention,2.5,5.25,2.75,B - A; positive values favor Variant B
PYVFGA3G2,1,survey,surveyScore,Error Prevention,5.5,6,0.5,B - A; positive values favor Variant B
P028CWG0W,2,survey,surveyScore,Flexibility / Controllability,4.66667,4.66667,0,B - A; positive values favor Variant B
P02MVX12U,2,survey,surveyScore,Flexibility / Controllability,4,6,2,B - A; positive values favor Variant B
P1AJ983YU,2,survey,surveyScore,Flexibility / Controllability,2.66667,4.33333,1.66667,B - A; positive values favor Variant B
P1FCXJG5G,2,survey,surveyScore,Flexibility / Controllability,2.33333,5.66667,3.33333,B - A; positive values favor Variant B
P30GF9DCE,2,survey,surveyScore,Flexibility / Controllability,5.66667,6,0.333333,B - A; positive values favor Variant B
P3GT3SJCJ,2,survey,surveyScore,Flexibility / Controllability,4,6,2,B - A; positive values favor Variant B
P6OM5XQ9D,2,survey,surveyScore,Flexibility / Controllability,3.33333,5.33333,2,B - A; positive values favor Variant B
P7SSRCDH3,2,survey,surveyScore,Flexibility / Controllability,6,6,0,B - A; positive values favor Variant B
P8J79DAMX,2,survey,surveyScore,Flexibility / Controllability,4.66667,4,-0.666667,B - A; positive values favor Variant B
P8P27NREY,2,survey,surveyScore,Flexibility / Controllability,5,5.66667,0.666667,B - A; positive values favor Variant B
P8R7D3U4Y,2,survey,surveyScore,Flexibility / Controllability,4.66667,6,1.33333,B - A; positive values favor Variant B
P99LEMZ3N,2,survey,surveyScore,Flexibility / Controllability,2.33333,5.33333,3,B - A; positive values favor Variant B
P9KSFLSKT,2,survey,surveyScore,Flexibility / Controllability,5,5.33333,0.333333,B - A; positive values favor Variant B
PBWP8UE0A,2,survey,surveyScore,Flexibility / Controllability,3.33333,4.66667,1.33333,B - A; positive values favor Variant B
PCFQE8NID,2,survey,surveyScore,Flexibility / Controllability,1,5.66667,4.66667,B - A; positive values favor Variant B
PE7C6H021,2,survey,surveyScore,Flexibility / Controllability,3.66667,5,1.33333,B - A; positive values favor Variant B
PE9W58M1S,2,survey,surveyScore,Flexibility / Controllability,2.66667,4.66667,2,B - A; positive values favor Variant B
PFWMMXIWA,2,survey,surveyScore,Flexibility / Controllability,2.33333,5,2.66667,B - A; positive values favor Variant B
PGH86PBFM,2,survey,surveyScore,Flexibility / Controllability,4.66667,5,0.333333,B - A; positive values favor Variant B
PH81DPP1K,2,survey,surveyScore,Flexibility / Controllability,5,4,-1,B - A; positive values favor Variant B
PK0Y2I1M9,2,survey,surveyScore,Flexibility / Controllability,3.66667,5.66667,2,B - A; positive values favor Variant B
PK30UIESJ,2,survey,surveyScore,Flexibility / Controllability,2.66667,5.33333,2.66667,B - A; positive values favor Variant B
PLEWQ562J,2,survey,surveyScore,Flexibility / Controllability,4.33333,4.66667,0.333333,B - A; positive values favor Variant B
PLZ9FQ9H6,2,survey,surveyScore,Flexibility / Controllability,3.33333,6,2.66667,B - A; positive values favor Variant B
PMDGQF6V3,2,survey,surveyScore,Flexibility / Controllability,3.33333,5.66667,2.33333,B - A; positive values favor Variant B
PMY9EY80T,2,survey,surveyScore,Flexibility / Controllability,2,5,3,B - A; positive values favor Variant B
PO0YWX23G,2,survey,surveyScore,Flexibility / Controllability,4.66667,5.66667,1,B - A; positive values favor Variant B
POMEU60X3,2,survey,surveyScore,Flexibility / Controllability,3,6,3,B - A; positive values favor Variant B
PQ3KZGKWP,2,survey,surveyScore,Flexibility / Controllability,3,6,3,B - A; positive values favor Variant B
PR8OY8GUT,2,survey,surveyScore,Flexibility / Controllability,5,4.33333,-0.666667,B - A; positive values favor Variant B
PRL17E7I2,2,survey,surveyScore,Flexibility / Controllability,6,4.66667,-1.33333,B - A; positive values favor Variant B
PS8SF0PF2,2,survey,surveyScore,Flexibility / Controllability,4.33333,5,0.666667,B - A; positive values favor Variant B
PSWWIV0XB,2,survey,surveyScore,Flexibility / Controllability,4,5,1,B - A; positive values favor Variant B
PTA7OSL0B,2,survey,surveyScore,Flexibility / Controllability,4.66667,5,0.333333,B - A; positive values favor Variant B
PTJGE7EXG,2,survey,surveyScore,Flexibility / Controllability,4,6,2,B - A; positive values favor Variant B
PVD54NPZC,2,survey,surveyScore,Flexibility / Controllability,5,4.33333,-0.666667,B - A; positive values favor Variant B
PWV2MFTIM,2,survey,surveyScore,Flexibility / Controllability,2,5.33333,3.33333,B - A; positive values favor Variant B
PX47H0075,2,survey,surveyScore,Flexibility / Controllability,3.66667,5.66667,2,B - A; positive values favor Variant B
PYLDRR3RU,2,survey,surveyScore,Flexibility / Controllability,2.66667,4.33333,1.66667,B - A; positive values favor Variant B
PYVFGA3G2,2,survey,surveyScore,Flexibility / Controllability,5,6,1,B - A; positive values favor Variant B
P028CWG0W,3,survey,surveyScore,Recognition Rather Than Recall,4,5.66667,1.66667,B - A; positive values favor Variant B
P02MVX12U,3,survey,surveyScore,Recognition Rather Than Recall,2.33333,6,3.66667,B - A; positive values favor Variant B
P1AJ983YU,3,survey,surveyScore,Recognition Rather Than Recall,2,6,4,B - A; positive values favor Variant B
P1FCXJG5G,3,survey,surveyScore,Recognition Rather Than Recall,3.33333,6,2.66667,B - A; positive values favor Variant B
P30GF9DCE,3,survey,surveyScore,Recognition Rather Than Recall,4.66667,6,1.33333,B - A; positive values favor Variant B
P3GT3SJCJ,3,survey,surveyScore,Recognition Rather Than Recall,3,6,3,B - A; positive values favor Variant B
P6OM5XQ9D,3,survey,surveyScore,Recognition Rather Than Recall,4,6,2,B - A; positive values favor Variant B
P7SSRCDH3,3,survey,surveyScore,Recognition Rather Than Recall,5,6,1,B - A; positive values favor Variant B
P8J79DAMX,3,survey,surveyScore,Recognition Rather Than Recall,5,4.66667,-0.333333,B - A; positive values favor Variant B
P8P27NREY,3,survey,surveyScore,Recognition Rather Than Recall,3,4,1,B - A; positive values favor Variant B
P8R7D3U4Y,3,survey,surveyScore,Recognition Rather Than Recall,3.66667,6,2.33333,B - A; positive values favor Variant B
P99LEMZ3N,3,survey,surveyScore,Recognition Rather Than Recall,2,5,3,B - A; positive values favor Variant B
P9KSFLSKT,3,survey,surveyScore,Recognition Rather Than Recall,2.33333,6,3.66667,B - A; positive values favor Variant B
PBWP8UE0A,3,survey,surveyScore,Recognition Rather Than Recall,3.66667,6,2.33333,B - A; positive values favor Variant B
PCFQE8NID,3,survey,surveyScore,Recognition Rather Than Recall,3.33333,4.66667,1.33333,B - A; positive values favor Variant B
PE7C6H021,3,survey,surveyScore,Recognition Rather Than Recall,5,5.66667,0.666667,B - A; positive values favor Variant B
PE9W58M1S,3,survey,surveyScore,Recognition Rather Than Recall,1,6,5,B - A; positive values favor Variant B
PFWMMXIWA,3,survey,surveyScore,Recognition Rather Than Recall,5,5.66667,0.666667,B - A; positive values favor Variant B
PGH86PBFM,3,survey,surveyScore,Recognition Rather Than Recall,2,5,3,B - A; positive values favor Variant B
PH81DPP1K,3,survey,surveyScore,Recognition Rather Than Recall,2.33333,4,1.66667,B - A; positive values favor Variant B
PK0Y2I1M9,3,survey,surveyScore,Recognition Rather Than Recall,2.33333,6,3.66667,B - A; positive values favor Variant B
PK30UIESJ,3,survey,surveyScore,Recognition Rather Than Recall,2.66667,5.33333,2.66667,B - A; positive values favor Variant B
PLEWQ562J,3,survey,surveyScore,Recognition Rather Than Recall,3.33333,5.66667,2.33333,B - A; positive values favor Variant B
